# Type | Modules affected | vulnerability title | version ini | version end | other version | vulnerability description | url reference (url1 uel2 ... url3)
Core||Multiple XSS/CSRF Vulnerability|1.5.9|1.5.9||A series of XSS and CSRF faults exist in the administrator application. Affected administrator components include com_admin, com_media, com_search. Both com_admin and com_search contain XSS vulnerabilities, and com_media contains 2 CSRF vulnerabilities.|
Component|com_mojo|mojoBlog Component Multiple Remote File Include Vulnerabilities|x.x.x|x.x.x|Joomla mojoBlog RC0.15|The mojoBlog component for Joomla! is prone to multiple remote file-include vulnerabilities because it fails to sufficiently sanitize user-supplied input.Exploiting these issues may allow an attacker to compromise the application and the underlying system; other attacks are also possible.|http://www.securityfocus.com/bid/37179/
Component|com_kide|'Kide' Component 'Shoutbox' Parameter HTML Injection Vulnerability|x.x.x|x.x.x|JoniJnm.es Kide Shoutbox 0.4.6|The kide component of Joomla is prone to an HTML-injection vulnerability because it fails to properly sanitize user-supplied input.Attacker-supplied HTML and script code could be executed in the context of the affected site, potentially allowing the attacker to steal cookie-based authentication credentials or to control how the site is rendered to the user; other attacks are also possible.|http://www.securityfocus.com/bid/41955/
Component|com_joaktree|Joaktree Component 'treeId' Parameter SQL Injection Vulnerability|x.x.x|x.x.x|Joomla Joaktree 1.0|The Joaktree component for Joomla! is prone to an SQL-injection vulnerability because it fails to sufficiently sanitize user-supplied data before using it in an SQL query.Exploiting this issue could allow an attacker to compromise the application, access or modify data, or exploit latent vulnerabilities in the underlying database.|http://www.securityfocus.com/bid/37178/
Component|com_quicknews|Quick News Component 'newsid' Parameter SQL Injection Vulnerability|x.x.x|x.x.x|Joomla Quick News|The Quick News component for Joomla! is prone to an SQL-injection vulnerability because it fails to sufficiently sanitize user-supplied data before using it in an SQL query.Exploiting this issue could allow an attacker to compromise the application, access or modify data, or exploit latent vulnerabilities in the underlying database.|http://www.securityfocus.com/bid/37161/
Core||404 Error Page Cross Site Scripting Vulnerability|1.5.0|1.5.11||Joomla! is prone to a cross-site scripting vulnerability because it fails to properly sanitize user-supplied input.An attacker may leverage this issue to execute arbitrary script code in the browser of an unsuspecting user in the context of the affected site. This may allow the attacker to steal cookie-based authentication credentials and to launch other attacks.|http://www.securityfocus.com/bid/37148/
Component|com_musicgallery|http://www.securityfocus.com/bid/37148/|x.x.x|x.x.x|Itamar Elharar MusicGallery|The MusicGallery component for Joomla! is prone to an SQL-injection vulnerability because it fails to sufficiently sanitize user-supplied data before using it in an SQL query.Exploiting this issue could allow an attacker to compromise the application, access or modify data, or exploit latent vulnerabilities in the underlying database.|http://www.securityfocus.com/bid/37146/
Component|com_lyftenbloggie|LyftenBloggie Joomla! Component 'pid' Parameter SQL Injection Vulnerability|x.x.x|x.x.x|Lyften Designs LyftenBloggie 1.0.4|The LyftenBloggie component for Joomla! is prone to an SQL-injection vulnerability because it fails to sufficiently sanitize user-supplied data before using it in an SQL query.Exploiting this issue could allow an attacker to compromise the application, access or modify data, or exploit latent vulnerabilities in the underlying database.|http://www.securityfocus.com/bid/37140/
Component|com_gcalendar|GCalendar Joomla! Component 'gcid' Parameter SQL Injection Vulnerability|x.x.x|x.x.x|G4J GCalendar 2.1.4|The GCalendar component for Joomla! is prone to an SQL-injection vulnerability because it fails to sufficiently sanitize user-supplied data before using it in an SQL query.Exploiting this issue could allow an attacker to compromise the application, access or modify data, or exploit latent vulnerabilities in the underlying database.|http://www.securityfocus.com/bid/37141/
Component|com_gcalendar|Google Calendar Component 'gcid' Parameter SQL Injection Vulnerability|x.x.x|x.x.x|Joomla Google Calendar 1.1.2|The Google Calendar ('com_gcalendar') component for Joomla! is prone to an SQL-injection vulnerability because it fails to sufficiently sanitize user-supplied data before using it in an SQL query.Exploiting this issue could allow an attacker to compromise the application, access or modify data, or exploit latent vulnerabilities in the underlying database.|http://www.securityfocus.com/bid/37134/
Component|com_mygallery|'com_mygallery' Component 'cid' Parameter SQL Injection Vulnerability|x.x.x|x.x.x|com_mygallery|The 'com_mygallery' component for Joomla! is prone to an SQL-injection vulnerability because it fails to sufficiently sanitize user-supplied data before using it in an SQL query.Exploiting this issue could allow an attacker to compromise the application, access or modify data, or exploit latent vulnerabilities in the underlying database.|http://www.securityfocus.com/bid/37121/
Component|services/portfolio?view=item&id= services/portfolio?controller=sections&view=item&id=|iF Portfolio Nexus Component 'id' Parameter SQL Injection Vulnerability|x.x.x|x.x.x|inertialFATE iF Portfolio Nexus|The iF Portfolio Nexus component for Joomla! is prone to an SQL-injection vulnerability because it fails to sufficiently sanitize user-supplied data before using it in an SQL query.Exploiting this issue could allow an attacker to compromise the application, access or modify data, or exploit latent vulnerabilities in the underlying database.|http://www.securityfocus.com/bid/37050/
Component|com_joomclip|JoomClip Component 'cat' Parameter SQL Injection Vulnerability|x.x.x|x.x.x|Joomla JoomClip|The JoomClip component for Joomla! is prone to an SQL-injection vulnerability because it fails to sufficiently sanitize user-supplied data before using it in an SQL query.Exploiting this issue could allow an attacker to compromise the application, access or modify data, or exploit latent vulnerabilities in the underlying database.|http://www.securityfocus.com/bid/37049/
Component|components/com_ezine/class/php/d4m_ajax_pagenav.php|eZine Component 'd4m_ajax_pagenav.php' Remote File Include Vulnerability|x.x.x|x.x.x|Design for Joomla! eZine 2.1|The eZine component for Joomla! is prone to a remote file-include vulnerability because it fails to sufficiently sanitize user-supplied input.Exploiting this issue may allow an attacker to compromise the application and the underlying system; other attacks are also possible.|http://www.securityfocus.com/bid/37043/
Component|com_jumi|'com_jumi' Component for Joomla! Backdoor Vulnerability|x.x.x|x.x.x|com_jumi|The 'com_jumi' component for Joomla is prone to a backdoor vulnerability.Attackers can exploit this issue to execute arbitrary commands in the context of the application. Successful attacks will compromise the affected application and possibly the webserver or computer.|http://www.securityfocus.com/bid/36883/
Component|com_photoblog|'com_photoblog' Component 'category' Parameter SQL Injection Vulnerability|x.x.x|x.x.x|webguerilla Photoblog alpha 3a|The 'com_photoblog' component for Joomla! is prone to an SQL-injection vulnerability because it fails to sufficiently sanitize user-supplied data before using it in an SQL query.Exploiting this issue could allow an attacker to compromise the application, access or modify data, or exploit latent vulnerabilities in the underlying database.|http://www.securityfocus.com/bid/36809/
Component|com_jshop|'com_jshop' Component 'pid' Parameter SQL Injection Vulnerability|x.x.x|x.x.x|com_jshop|The 'com_jshop' component for Joomla! is prone to an SQL-injection vulnerability because it fails to sufficiently sanitize user-supplied data before using it in an SQL query.Exploiting this issue could allow an attacker to compromise the application, access or modify data, or exploit latent vulnerabilities in the underlying database.|http://www.securityfocus.com/bid/36808/
Component|com_ajaxchat|Ajax Chat Component 'ajcuser.php' Remote File Include Vulnerability|x.x.x|x.x.x|Fiji Web Design Ajax Chat 1.0|The Ajax Chat component for Joomla! is prone to a remote file-include vulnerability because it fails to sufficiently sanitize user-supplied input.Exploiting this issue may allow an attacker to compromise the application and the underlying system; other attacks are also possible.|http://www.securityfocus.com/bid/36731/
Component|com_booklibrary|com_booklibrary Component 'releasenote.php' Remote File Include Vulnerability|x.x.x|x.x.x|Joomla com_booklibrary 1.0|The 'com_booklibrary' component for Joomla! is prone to a remote file-include vulnerability because it fails to sufficiently sanitize user-supplied input.Exploiting this issue may allow an attacker to compromise the application and the underlying system; other attacks are also possible.|http://www.securityfocus.com/bid/36732/
Component|com_jd-wp|JD-WordPress Component 'wp-feed.php' Remote File Include Vulnerability|x.x.x|x.x.x|Joomla JD-WordPress 2.0 RC2|The JD-WordPress component for Joomla! is prone to a remote file-include vulnerability because it fails to sufficiently sanitize user-supplied input.Exploiting this issue may allow an attacker to compromise the application and the underlying system; other attacks are also possible.|http://www.securityfocus.com/bid/36730/
